ratio,lambda1,lambda2,lambda3,svm_acc_te,dr_acc_vtr,dr_acc_te,acc_trtr,acc_vtr,acc_te
0.2,100,10,1,92.867,81.625,78.021,0.99969,0.52125,0.50472
0.2,100,10,10,92.867,81.625,78.021,0.5311,0.50125,0.50197
0.2,100,10,100,92.867,81.625,78.021,0.5111,0.49375,0.50566
0.2,100,10,1000,92.867,81.625,78.021,0.50359,0.53,0.49903
0.2,100,100,0.1,92.867,81.625,78.021,0.51078,0.4725,0.50197
0.2,100,100,1,92.867,81.625,78.021,0.56486,0.4925,0.49272
0.2,100,100,10,92.867,81.625,78.021,0.51047,0.5075,0.50034
0.2,100,100,100,92.867,81.625,78.021,0.52391,0.49875,0.49897
0.2,100,100,1000,92.867,81.625,78.021,0.50234,0.53,0.49878
0.2,100,1000,0.1,92.867,81.625,78.021,0.50703,0.48375,0.50628
0.2,100,1000,1,92.867,81.625,78.021,0.52141,0.5,0.49828
0.2,100,1000,10,92.867,81.625,78.021,0.52266,0.48625,0.49734
0.2,100,1000,100,92.867,81.625,78.021,0.51891,0.5125,0.50153
0.2,100,1000,1000,92.867,81.625,78.021,0.51141,0.51875,0.50209
0.2,1000,0.1,0.1,92.867,81.625,78.021,1,0.50375,0.50397
0.2,1000,0.1,1,92.867,81.625,78.021,1,0.51125,0.50653
0.2,1000,0.1,10,92.867,81.625,78.021,1,0.835,0.80915
0.2,1000,0.1,100,92.867,81.625,78.021,1,0.8125,0.78465
0.2,1000,0.1,1000,92.867,81.625,78.021,1,0.79875,0.77546
0.2,1000,1,0.1,92.867,81.625,78.021,0.99562,0.48875,0.50203
0.2,1000,1,1,92.867,81.625,78.021,1,0.4975,0.50516
0.2,1000,1,10,92.867,81.625,78.021,0.5186,0.47,0.50672
0.2,1000,1,100,92.867,81.625,78.021,0.50485,0.53,0.49903
0.2,1000,1,1000,92.867,81.625,78.021,1,0.47125,0.50159
0.2,1000,10,0.1,92.867,81.625,78.021,0.5186,0.4825,0.49941
0.2,1000,10,1,92.867,81.625,78.021,0.5111,0.51,0.50334
0.2,1000,10,10,92.867,81.625,78.021,0.5061,0.46625,0.50428
0.2,1000,10,100,92.867,81.625,78.021,0.5211,0.5475,0.50441
0.2,1000,10,1000,92.867,81.625,78.021,0.50266,0.52875,0.49884
0.2,1000,100,0.1,92.867,81.625,78.021,0.51078,0.49875,0.49572
0.2,1000,100,1,92.867,81.625,78.021,0.52766,0.50125,0.49991
0.2,1000,100,10,92.867,81.625,78.021,0.50985,0.5075,0.49966
