ratio,lambda1,lambda2,lambda3,svm_acc_te,dr_acc_vtr,dr_acc_te,acc_trtr,acc_vtr,acc_te
0.2,10,10,100,84.655,82.753,82.387,0.86985,0.83112,0.82479
0.2,10,10,1000,84.655,82.753,82.387,0.91362,0.82446,0.81671
0.2,10,100,0.1,84.655,82.753,82.387,0.83594,0.826,0.82651
0.2,10,100,1,84.655,82.753,82.387,0.83555,0.82395,0.82464
0.2,10,100,10,84.655,82.753,82.387,0.83376,0.82395,0.82408
0.2,10,100,100,84.655,82.753,82.387,0.8289,0.82805,0.82208
0.2,10,100,1000,84.655,82.753,82.387,0.82007,0.82702,0.81602
0.2,10,1000,0.1,84.655,82.753,82.387,0.82531,0.82497,0.82395
0.2,10,1000,1,84.655,82.753,82.387,0.8321,0.82907,0.82989
0.2,10,1000,10,84.655,82.753,82.387,0.82749,0.82753,0.82495
0.2,10,1000,100,84.655,82.753,82.387,0.82519,0.82702,0.82264
0.2,10,1000,1000,84.655,82.753,82.387,0.82339,0.8306,0.82203
0.2,100,0.1,0.1,84.655,82.753,82.387,1,0.6259,0.63011
0.2,100,0.1,1,84.655,82.753,82.387,1,0.74667,0.73368
0.2,100,0.1,10,84.655,82.753,82.387,1,0.78403,0.76649
0.2,100,0.1,100,84.655,82.753,82.387,1,0.77789,0.75897
0.2,100,0.1,1000,84.655,82.753,82.387,1,0.77789,0.75897
0.2,100,1,0.1,84.655,82.753,82.387,1,0.78762,0.78523
0.2,100,1,1,84.655,82.753,82.387,1,0.7825,0.78098
0.2,100,1,10,84.655,82.753,82.387,0.99923,0.81064,0.81384
0.2,100,1,100,84.655,82.753,82.387,0.99667,0.79939,0.77955
0.2,100,1,1000,84.655,82.753,82.387,1,0.77789,0.75897
0.2,100,10,0.1,84.655,82.753,82.387,0.99757,0.79529,0.78891
0.2,100,10,1,84.655,82.753,82.387,0.93,0.82242,0.82136
0.2,100,10,10,84.655,82.753,82.387,0.84349,0.82651,0.81609
0.2,100,10,100,84.655,82.753,82.387,0.79588,0.80502,0.78208
0.2,100,10,1000,84.655,82.753,82.387,0.76619,0.77789,0.75964
0.2,100,100,0.1,84.655,82.753,82.387,0.83606,0.82753,0.82717
0.2,100,100,1,84.655,82.753,82.387,0.8353,0.82702,0.82715
0.2,100,100,10,84.655,82.753,82.387,0.82621,0.82651,0.8207
0.2,100,100,100,84.655,82.753,82.387,0.8129,0.82293,0.80634
0.2,100,100,1000,84.655,82.753,82.387,0.78615,0.79632,0.78067
0.2,100,1000,0.1,84.655,82.753,82.387,0.83018,0.826,0.82797
0.2,100,1000,1,84.655,82.753,82.387,0.82698,0.826,0.82446
0.2,100,1000,10,84.655,82.753,82.387,0.82634,0.82958,0.8252
0.2,100,1000,100,84.655,82.753,82.387,0.82583,0.83009,0.82262
0.2,100,1000,1000,84.655,82.753,82.387,0.79793,0.8173,0.79311
0.2,1000,0.1,0.1,84.655,82.753,82.387,1,0.58751,0.60109
0.2,1000,0.1,1,84.655,82.753,82.387,1,0.81576,0.80647
0.2,1000,0.1,10,84.655,82.753,82.387,1,0.7784,0.76102
0.2,1000,0.1,100,84.655,82.753,82.387,1,0.77789,0.75897
0.2,1000,0.1,1000,84.655,82.753,82.387,1,0.77789,0.75897
0.2,1000,1,0.1,84.655,82.753,82.387,1,0.76356,0.77236
0.2,1000,1,1,84.655,82.753,82.387,1,0.7477,0.75283
0.2,1000,1,10,84.655,82.753,82.387,0.77284,0.77943,0.76076
0.2,1000,1,100,84.655,82.753,82.387,0.76517,0.77789,0.75897
0.2,1000,1,1000,84.655,82.753,82.387,0.98605,0.77789,0.75897
0.2,1000,10,0.1,84.655,82.753,82.387,0.90875,0.8173,0.82249
0.2,1000,10,1,84.655,82.753,82.387,0.83069,0.82651,0.80696
0.2,1000,10,10,84.655,82.753,82.387,0.85244,0.66633,0.65622
0.2,1000,10,100,84.655,82.753,82.387,0.77771,0.79069,0.77233
0.2,1000,10,1000,84.655,82.753,82.387,0.76517,0.77789,0.75897
0.2,1000,100,0.1,84.655,82.753,82.387,0.83197,0.83112,0.82664
0.2,1000,100,1,84.655,82.753,82.387,0.82864,0.82856,0.82459
